latitude,longitude,landslide,elevation,slope,annual_rainfall,soil_clay,soil_sand,soil_ph,aspect,event_date,rainfall_24h,rainfall_3day,rainfall_7day
27.1667,88.35,1,1162.0,1.1646953254133432,4040.900000000001,16.7,33.6,5.2,201.7364419316961,2007-09-09,25.2,319.59999999999997,573.3000000000001
27.16551929,88.36456702,1,1444.0,5.202214920691665,4040.900000000001,19.8,33.3,5.4,70.5035633001578,2004-09-02,16.1,72.4,141.29999999999998
27.1675,88.3651,1,1551.0,5.0804665357104,4040.900000000001,19.6,34.9,5.4,70.98221953612284,2012-09-16,70.3,228.7,355.00000000000006
27.167,88.3652,1,1516.0,5.119720432275355,4040.900000000001,19.8,33.3,5.4,70.7905014537472,2010-08-20,34.6,93.1,291.1
27.1695,88.3664,1,1576.0,5.0417122047594845,4040.900000000001,20.1,35.1,5.3,71.67217996022481,2016-10-15,2.1,136.2,257.2
27.1499,88.38,1,1099.0,5.2771174295673084,3733.16,19.7,35.0,5.3,72.52081488986994,2007-07-16,17.3,43.3,288.3
27.28709076,88.38035955,1,1392.0,5.422580600051496,3564.26,18.7,31.4,5.2,150.48440410796297,2012-09-01,53.5,98.7,194.2
27.28709076,88.38035955,1,1392.0,5.422580600051496,3564.26,18.7,31.4,5.2,150.48440410796297,2012-09-01,53.5,98.7,194.2
27.4885,88.4451,1,1907.0,6.177165963863215,7012.92,11.2,41.1,5.2,30.72914547836428,2011-06-17,66.3,96.6,123.7
27.1344,88.4575,1,627.0,2.648653691120113,3733.16,21.9,38.3,5.1,85.1587762698432,2009-08-20,43.3,96.2,504.6
27.1141,88.4658,1,263.0,3.120589362197724,3382.0199999999995,18.8,35.7,5.2,130.7070181022861,2011-07-20,45.9,193.5,395.8
27.57153591,88.47287208,1,2222.0,7.879112634827708,4805.8,11.2,46.4,5.3,25.36647811563165,2013-04-14,0.5,5.0,41.8
27.201,88.4883,1,379.0,0.9618553628306248,3318.34,19.5,36.3,5.2,104.53079266684404,2007-09-07,121.0,246.8,347.6
27.2084,88.4909,1,350.0,0.530890620775913,3318.34,19.0,38.0,5.3,60.909166161341375,2007-09-11,7.7,70.5,423.3
27.593,88.492,1,3257.0,4.61479865689701,3236.0,13.0,50.0,5.7,31.462144570609382,2016-08-16,18.3,48.5,120.2
27.2319,88.497,1,385.0,1.302381733208645,5379.460000000001,21.2,40.7,5.2,312.4325203748282,2010-08-26,9.8,152.20000000000002,340.8
27.54043014,88.49888236,1,1235.0,7.718345342900587,7012.92,20.9,33.7,5.4,25.083361671913792,2018-09-15,36.7,220.9,617.0000000000001
27.45377772,88.52426486,1,1025.0,1.5975126637928303,8229.2,23.6,35.7,5.1,304.4747308675626,2018-09-14,116.1,372.2000000000001,815.3000000000001
27.40133744,88.52441984,1,657.0,5.848476402173255,7589.860000000001,22.3,32.6,5.2,278.11881353985444,2005-09-25,34.9,64.4,127.5
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258,2006-02-14,0.3,0.8,1.2
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258,2006-02-14,0.3,0.8,1.2
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258,2006-02-14,0.3,0.8,1.2
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258,2006-02-14,0.3,0.8,1.2
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258,2006-02-14,0.3,0.8,1.2
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258,2006-02-14,0.3,0.8,1.2
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258,2006-02-14,0.3,0.8,1.2
27.478,88.527,1,771.0,2.0682644989902648,8229.2,22.6,33.5,5.1,312.52821512409514,2009-07-01,34.5,101.7,229.7
27.1761,88.5287,1,314.0,1.522474580105779,3318.34,21.2,38.2,5.5,177.1889745197475,2009-08-20,43.3,96.2,504.6
27.172,88.5292,1,301.0,1.6015167172797575,3318.34,21.2,38.3,5.5,178.4363507637379,2016-10-15,0.0,49.0,226.4
27.1758,88.5294,1,306.0,1.53396054243738,3318.34,21.2,38.2,5.5,177.63882818711227,2016-01-14,0.0,0.5,11.4
27.49532869,88.5364844,1,1248.0,1.165930811564967,8229.2,20.6,35.3,5.2,257.9202410340692,2018-09-14,116.1,372.2000000000001,815.3000000000001
27.8385,88.556,1,3832.0,4.121487084139968,2366.2,11.9,55.5,6.0,281.3924201945001,2012-09-19,21.4,67.19999999999999,169.79999999999998
27.71646253,88.55668313,1,2702.0,18.870323610105928,2435.4800000000005,11.6,44.2,5.6,65.84857908500595,2018-09-14,19.4,81.4,206.1
27.5161,88.5575,1,1325.0,2.0960195438524054,8229.2,20.6,31.2,5.1,269.5941047485847,2011-09-30,0.4,6.6000000000000005,66.4
27.7167,88.5577,1,2674.0,18.8703007879316,2435.4800000000005,12.2,43.6,5.6,65.84852439968688,2012-06-03,12.1,39.1,102.2
27.3773,88.559,1,1437.0,7.948014103232262,5098.42,20.2,30.7,5.2,282.8542712896475,2010-07-21,53.9,126.69999999999999,301.2
27.26265369,88.56249089,1,705.0,4.001081994284641,3887.08,21.9,36.0,5.4,315.126224546689,2007-05-15,19.1,32.5,65.9
27.26265369,88.56249089,1,705.0,4.001081994284641,3887.08,21.9,36.0,5.4,315.126224546689,2007-05-15,19.1,32.5,65.9
27.23279809,88.59292517,1,1313.0,3.887418584839029,3887.08,20.4,34.9,5.4,310.56753557349293,2018-05-26,25.5,124.6,181.9
27.65532317,88.59440471,1,2137.0,9.257006558612389,2675.6800000000003,11.8,46.3,5.3,330.665384542732,2012-09-19,28.5,87.30000000000001,262.20000000000005
27.54295099,88.59676956,1,1712.0,3.545859645035689,4011.08,15.3,40.4,5.2,233.02752218303985,2017-05-26,,,
27.6558,88.605,1,1950.0,8.867561974182557,2675.6800000000003,11.6,42.4,5.4,332.2904461587827,2012-09-19,28.5,87.30000000000001,262.20000000000005
27.3121393,88.60539059,1,1525.0,14.13601229116801,4754.3,23.0,34.0,5.2,268.42592190733694,2015-08-21,27.1,103.0,312.6
27.339,88.6065,1,1487.0,18.83091348633182,4754.3,15.4,32.5,5.5,282.8564960934642,2012-06-14,20.3,43.6,87.7
27.3383,88.6069,1,1517.0,18.989879783660427,4754.3,15.4,32.5,5.5,282.75681896602384,2007-05-23,15.8,34.400000000000006,58.900000000000006
27.3341,88.6083,1,1418.0,18.769867783424075,4754.3,19.6,33.3,5.2,269.3411353819438,2010-04-17,4.7,8.4,25.3
27.322,88.6087,1,1477.0,19.841202613103608,4754.3,21.1,31.0,5.4,266.3484351072631,2010-04-17,4.7,8.4,25.3
27.337,88.609,1,1535.0,18.75553854550332,5098.42,15.5,32.4,5.6,282.8685129298437,2008-08-28,76.1,198.3,386.80000000000007
27.1954,88.6115,1,487.0,4.053341790685637,3180.14,23.3,38.5,5.4,293.5033235774208,2009-09-17,11.8,24.8,125.9
27.3313961,88.6138098,1,1635.0,20.256075060053632,5098.42,19.5,29.9,5.6,267.5891325545106,2018-09-15,61.4,205.4,556.3
27.3392,88.6188,1,1892.0,18.855347079833912,5098.42,13.2,36.9,5.3,282.86282016723544,2010-08-27,28.9,72.19999999999999,393.1
27.4459,88.6193,1,1984.0,6.457788089185391,4975.52,12.7,45.0,5.3,275.20001296164287,2007-04-11,5.0,21.0,93.7
27.3425,88.6236,1,2102.0,9.703420063022984,3298.3,15.4,33.9,5.2,280.5519970969655,2007-09-10,26.5,165.1,441.8
27.54255403,88.62957834,1,1290.0,5.00595298554497,4975.52,20.1,35.2,5.3,242.7283963127183,2018-09-17,0.0,53.8,271.6
27.7565,88.632,1,3893.0,24.34599448994216,1929.78,12.2,51.4,6.4,0.7497216496901729,2012-06-07,1.5,6.4,23.600000000000005
27.7344,88.633,1,3541.0,10.36260026289676,1865.76,12.4,52.3,6.0,9.092103173296437,2011-08-25,8.7,26.1,47.7
27.3543,88.6428,1,2126.0,10.15198382074736,3298.3,11.5,45.1,5.3,270.42598140666814,2010-05-31,3.5,15.8,62.7
27.60500338,88.64494692,1,1639.0,2.7571730603616023,4011.08,13.2,42.6,5.4,16.919017961756026,2011-09-18,37.8,78.6,112.89999999999999
27.1748,88.6458,1,930.0,4.855834235302117,3180.14,24.2,36.1,5.0,301.16348495442827,2012-06-07,3.5,6.8,64.4
27.6047,88.6463,1,1634.0,2.7519187565791494,4011.08,13.2,42.6,5.4,16.66947718813924,2013-09-08,4.2,34.8,210.9
27.5509,88.6475,1,1486.0,4.941532077342424,4975.52,16.7,38.1,5.4,246.28724940526612,2010-07-21,53.9,126.69999999999999,301.2
27.360364,88.651914,1,2284.0,10.555163316122648,3298.3,13.5,46.3,5.2,272.89580546495824,2017-07-10,,,
27.6163,88.6586,1,1875.0,4.746606224280437,4011.08,11.8,48.5,5.4,2.082299605845094,2015-05-24,13.6,79.6,183.4
27.29288558,88.67133018,1,2008.0,4.256162483652788,3298.3,16.5,38.9,5.2,223.19945202622745,2007-04-20,3.4,11.1,30.4
27.29288558,88.67133018,1,2008.0,4.256162483652788,3298.3,16.5,38.9,5.2,223.19945202622745,2007-04-20,3.4,11.1,30.4
27.29288574,88.67133148,1,2008.0,4.267821047913784,3298.3,16.5,38.9,5.2,223.1984491892772,2007-04-20,3.4,11.1,30.4
27.29288574,88.67133148,1,2008.0,4.267821047913784,3298.3,16.5,38.9,5.2,223.1984491892772,2007-04-20,3.4,11.1,30.4
27.29288574,88.67133148,1,2008.0,4.267821047913784,3298.3,16.5,38.9,5.2,223.1984491892772,2007-04-20,3.4,11.1,30.4
27.29288574,88.67133148,1,2008.0,4.267821047913784,3298.3,16.5,38.9,5.2,223.1984491892772,2007-04-20,3.4,11.1,30.4
27.3721,88.708,1,3172.0,7.797433041013571,2950.38,21.6,35.2,5.3,304.4157493664999,2013-06-08,16.4,49.2,93.29999999999998
27.3736,88.7323,1,3454.0,7.574348412935294,3189.72,16.0,40.6,6.0,306.27045906323144,2013-09-07,1.4,35.9,153.10000000000002
27.3702,88.7334,1,3520.0,7.548688978074852,3300.82,16.0,41.1,6.0,306.26907063660656,2010-09-04,16.7,44.9,128.79999999999998
27.26801207,88.73536786,1,2431.0,19.491875310760296,3514.42,15.8,29.8,5.3,257.960957799854,2012-06-07,2.5,6.1,51.20000000000001
27.3765,88.7628,1,3764.0,7.676435061268486,3300.82,14.1,44.0,6.8,307.92750523131207,2013-06-27,24.4,83.6,192.5
27.3746,88.7648,1,3751.0,7.696643995125909,3300.82,13.2,43.1,6.8,307.9785296818563,2009-08-26,12.4,57.1,158.2
27.38262049,88.82457049,1,4240.0,8.165672028869768,3109.7,14.2,49.1,6.4,306.3612324385389,2011-09-18,21.3,57.7,94.99999999999999
25.7238,89.9032,1,30.0,0.8593550480249766,2567.74,20.1,39.3,5.4,271.7928766627608,2014-09-23,7.1,64.5,105.6
25.58141942,90.02361125,1,76.0,1.735316329302098,2374.02,21.4,34.2,5.3,293.8354488047757,2011-08-17,19.9,76.9,92.4
26.10159837,90.02789028,1,29.0,0.025282353291434,3418.0799999999995,21.9,43.1,5.4,22.89131685674237,2010-04-18,82.9,195.1,305.8
25.5006,90.0896,1,48.0,2.2081661664917465,2125.0600000000004,19.9,36.8,5.4,316.25203143590534,2014-10-20,0.2,0.5,11.400000000000002
25.60191043,90.18028324,1,465.0,8.748843295009195,2185.6,23.7,39.2,4.9,296.2178638033717,2007-07-27,59.4,173.5,247.4
25.60191043,90.18028324,1,465.0,8.748843295009195,2185.6,23.7,39.2,4.9,296.2178638033717,2007-07-27,59.4,173.5,247.4
25.60191043,90.18028324,1,465.0,8.748843295009195,2185.6,23.7,39.2,4.9,296.2178638033717,2007-07-27,59.4,173.5,247.4
25.60191043,90.18028324,1,465.0,8.748843295009195,2185.6,23.7,39.2,4.9,296.2178638033717,2007-07-27,59.4,173.5,247.4
25.5145,90.2023,1,279.0,3.238245689466201,1999.5,22.7,43.9,5.2,299.8053131336504,2015-08-18,50.3,87.1,132.1
25.5114,90.215,1,305.0,3.3288023285448047,1999.5,0.0,0.0,5.0,298.7859715558764,2015-06-16,24.4,57.199999999999996,299.3
25.5144,90.2167,1,327.0,3.348799441332001,1999.5,0.0,0.0,5.0,298.8234324731572,2011-08-16,66.9,88.30000000000001,180.5
25.5084,90.2191,1,300.0,3.405801528445456,1999.5,21.6,38.5,5.0,297.9655387763261,2015-06-16,24.4,57.199999999999996,299.3
25.5212,90.232,1,583.0,2.279321126631057,2202.1400000000003,19.2,41.9,4.9,311.1629577286902,2007-07-27,59.4,173.5,247.4
25.7354,90.3852,1,334.0,0.4228511247811331,2277.26,24.9,37.3,4.6,139.24684393444377,2014-09-21,10.1,54.7,84.8
25.64396423,90.38957904,1,534.0,0.8571379414706721,1941.04,22.4,38.7,5.1,177.58359722223577,2011-08-15,4.0,28.6,128.6
25.64396423,90.38957904,1,534.0,0.8571379414706721,1941.04,22.4,38.7,5.1,177.58359722223577,2011-08-15,4.0,28.6,128.6
25.88308605,90.55385859,1,338.0,0.5632326573069178,2640.1,23.0,39.4,4.7,183.0642088590841,2014-09-20,15.2,51.8,73.3
25.2193,90.5549,1,249.0,0.2783965468179841,2882.5800000000004,28.8,38.2,5.1,41.676790924177,2015-08-19,58.0,140.8,198.2
25.203,90.5573,1,128.0,0.275549559079064,2882.5800000000004,25.6,40.1,5.3,69.65409343191749,2016-07-19,16.6,97.0,168.9
25.8143,90.5763,1,63.0,0.4455134694574961,2342.6,25.4,43.9,5.2,165.12631282175005,2014-09-24,4.7,96.5,155.29999999999998
25.68028352,90.67465464,1,325.0,0.4591487183131506,1908.32,26.4,40.5,5.1,251.6741317830005,2004-10-09,1.1,218.9,325.20000000000005
25.68028352,90.67465464,1,325.0,0.4591487183131506,1908.32,26.4,40.5,5.1,251.6741317830005,2004-10-09,1.1,218.9,325.20000000000005
26.35882707,90.8697066,1,43.0,0.0173422485137255,3705.66,20.4,40.8,5.4,350.4652828337639,2013-04-16,44.5,63.8,71.7
25.8833,91.2,1,247.0,1.496972601380809,2406.0,20.8,39.0,5.2,196.64841040692733,2010-06-09,34.9,54.1,173.60000000000002
26.3333,91.25,1,42.0,0.0088899646319834,3349.3600000000006,18.3,35.8,5.2,329.15010514572225,2008-10-29,0.0,63.2,69.7
25.4916,91.2698,1,1490.0,1.5016924865090888,2326.06,27.9,32.3,5.3,332.24146959593315,2010-06-28,95.7,273.6,380.1
25.52,91.27,1,1340.0,1.4465724197148102,2326.06,28.7,36.2,5.4,333.2223603780207,2007-09-11,7.9,52.0,385.19999999999993
25.53572746,91.2783037,1,1417.0,1.0898435741419912,1880.38,30.5,34.1,5.0,195.1230698828082,2008-10-28,1.6,162.4,171.79999999999998
25.53572746,91.2783037,1,1417.0,1.0898435741419912,1880.38,30.5,34.1,5.0,195.1230698828082,2008-10-28,1.6,162.4,171.79999999999998
25.53693417,91.27888218,1,1423.0,1.088972060946994,1880.38,30.5,34.1,5.0,195.2907323565136,2015-06-17,13.0,74.0,295.8
25.9611,91.3681,1,187.0,1.184255017220906,2382.62,21.2,40.9,5.2,198.2336995899113,2016-07-07,27.2,171.89999999999998,412.3
23.87643891,91.39718144,1,41.0,0.0283502468805152,1766.2400000000002,26.8,29.1,5.4,315.64081965067146,2013-05-08,57.9,174.7,356.79999999999995
24.0896,91.4663,1,107.0,0.2210873401164965,1862.1,21.7,38.5,5.2,246.1768567615708,2013-05-08,57.9,174.7,356.79999999999995
24.02515388,91.49747518,1,130.0,0.1977078969173772,1792.7800000000002,19.9,37.8,5.2,255.0573378449401,2018-05-18,24.6,81.80000000000001,104.5
23.79260297,91.53090192,1,131.0,0.1055955678326123,1652.9,21.3,36.3,5.3,280.90423305127183,2018-05-20,31.8,81.4,159.4
26.24920274,91.55004989,1,49.0,0.4374904073454883,2782.9,17.8,35.9,5.4,281.01172716627684,2011-02-18,0.0,6.6000000000000005,6.800000000000001
23.19818874,91.58174838,1,46.0,0.0917512607023185,1839.0,19.6,35.4,5.2,305.25665152328577,2014-08-14,10.2,28.4,51.2
23.71701896,91.61577214,1,79.0,0.1445685978651398,1719.5,20.3,32.6,5.4,304.7047541206671,2018-05-20,31.8,89.39999999999999,166.10000000000002
26.1468,91.6469,1,52.0,2.371835227355522,2380.12,0.0,0.0,5.4,281.1162820274468,2015-02-14,0.3,0.7,0.8
26.18654344,91.67187135,1,55.0,0.4464984480720591,2481.92,19.5,35.2,5.4,253.49605274455809,2015-09-01,35.3,132.0,241.0
26.1868,91.6739,1,50.0,0.4122209510564752,2481.92,19.3,35.2,5.5,265.8611282685274,2015-09-01,35.3,132.0,241.0
26.1001,91.6849,1,84.0,2.048371512216116,2380.12,18.9,37.0,5.4,40.77399267608399,2014-09-22,37.1,140.79999999999998,171.79999999999998
26.1016,91.6906,1,109.0,1.7901128461045557,2380.12,19.2,36.9,5.2,25.47685575874777,2013-05-11,29.0,39.2,73.1
26.1666,91.7042,1,231.0,4.147765958816466,2481.92,0.0,0.0,5.2,107.25231432775809,2015-09-23,30.3,76.6,180.10000000000002
26.1665,91.7049,1,231.0,4.073387261312124,2481.92,0.0,0.0,5.2,107.19064054266858,2013-10-06,24.5,47.5,65.6
26.1295,91.7056,1,130.0,2.964230976464844,2380.12,19.6,36.9,5.3,57.13123090037704,2014-09-22,55.8,142.1,178.3
26.1044,91.7082,1,55.0,0.7754193753834615,2380.12,20.0,35.9,5.4,314.5886838910336,2014-09-22,37.1,140.79999999999998,171.79999999999998
26.13088435,91.71073619,1,141.0,2.611725790311737,2380.12,18.5,37.1,5.4,63.568861241137824,2004-10-08,86.8,201.4,228.7
26.13088435,91.71073619,1,141.0,2.611725790311737,2380.12,18.5,37.1,5.4,63.568861241137824,2004-10-08,86.8,201.4,228.7
26.13088435,91.71073619,1,141.0,2.611725790311737,2380.12,18.5,37.1,5.4,63.568861241137824,2004-10-08,86.8,201.4,228.7
26.10481582,91.7127005,1,50.0,0.8163612800784421,2380.12,19.6,35.9,5.4,306.5583954936642,2007-07-13,1.1,22.1,113.5
26.1662,91.7138,1,165.0,4.217862271415607,2380.12,24.1,32.4,5.2,107.60859673802996,2013-05-11,21.7,51.6,75.6
26.1226,91.7162,1,122.0,1.0876525266414294,2380.12,0.0,0.0,5.4,330.7974057080385,2012-06-22,53.8,185.9,242.1
25.48467876,91.71704473,1,1843.0,3.5503796207549034,2063.0,30.4,31.0,5.2,40.538862517743325,2014-08-15,91.7,337.5,447.7
23.0137,91.7174,1,21.0,0.1616198782214142,1972.12,18.9,30.1,5.1,279.1681554788458,2014-08-14,11.2,37.8,83.30000000000001
26.49349035,91.72137514,1,62.0,0.0311789060997757,3162.4800000000005,17.6,33.4,5.3,319.8557352359028,2015-09-01,12.3,88.7,160.89999999999998
26.16175948,91.72188533,1,92.0,4.280335899321184,2481.92,21.3,34.4,5.4,107.79514185165432,2004-07-15,30.6,45.0,214.1
26.16175948,91.72188533,1,92.0,4.280335899321184,2481.92,21.3,34.4,5.4,107.79514185165432,2004-07-15,30.6,45.0,214.1
26.16833375,91.72831667,1,55.0,5.0330925454483255,2544.68,0.0,0.0,5.4,108.3581504405762,2004-07-15,30.6,45.0,214.1
26.16833375,91.72831667,1,55.0,5.0330925454483255,2544.68,0.0,0.0,5.4,108.3581504405762,2004-07-15,30.6,45.0,214.1
26.149,91.7351,1,52.0,2.1622869289911164,2406.96,0.0,0.0,5.4,130.9282693336953,2012-06-20,46.1,90.4,151.5
26.1548,91.7351,1,55.0,4.0381947016006,2544.68,0.0,0.0,5.4,120.25475425402374,2011-09-23,12.4,69.4,130.20000000000002
26.1475,91.7356,1,52.0,2.255647590259574,2406.96,0.0,0.0,5.4,130.96175066719724,2012-06-02,19.2,60.8,95.0
26.1049,91.7369,1,164.0,1.1213167255155467,2406.96,20.6,36.4,5.4,14.371936503343136,2012-06-25,36.9,168.4,380.5999999999999
23.74450253,91.74176515,1,206.0,0.3373848238505186,1686.4599999999998,24.5,37.0,5.3,6.505055805098664,2008-07-15,1.6,28.4,47.1
26.13041734,91.74561624,1,119.0,0.8501011901880032,2406.96,0.0,0.0,5.4,154.14640618345277,2012-06-25,32.3,175.3,410.7
27.53354595,91.74722733,1,1653.0,5.009352311303125,1569.94,23.1,34.1,5.8,350.88553435796183,2016-04-23,25.2,82.0,126.3
26.10899001,91.74722978,1,59.0,0.4037566012557029,2406.96,0.0,0.0,5.4,60.03407956020459,2012-06-22,53.8,185.9,242.1
27.5523,91.752,1,2428.0,6.50613818723656,1775.2,28.6,20.7,5.3,350.04772513594435,2016-04-22,29.2,78.9,105.9
26.1314,91.7548,1,81.0,0.1551688300288449,2406.96,21.3,32.6,5.4,128.01323360494376,2014-09-22,55.8,142.1,178.3
26.13146397,91.75782228,1,77.0,0.1700694925710635,2406.96,0.0,0.0,5.4,126.5332514506348,2014-09-23,16.5,100.0,185.1
23.8986,91.7599,1,212.0,0.2708634240432298,1699.9599999999998,19.7,38.5,5.3,200.28909909746807,2010-06-03,6.2,14.2,117.2
26.1771,91.7599,1,66.0,1.8549461862744192,2544.68,0.0,0.0,5.5,288.719850500192,2013-05-11,21.7,51.6,75.6
26.1965,91.763,1,81.0,1.89788575457552,2544.68,0.0,0.0,5.5,311.15429257496794,2010-04-20,50.4,105.5,182.6
26.1407,91.7645,1,61.0,0.7473864228461086,2406.96,0.0,0.0,5.4,190.1937699575928,2014-06-26,27.8,36.6,216.0
26.1964,91.7652,1,78.0,1.8775772867176983,2544.68,0.0,0.0,5.5,314.01057250377727,2014-06-28,4.5,39.4,114.6
26.19685781,91.7657731,1,88.0,1.9015506238865207,2544.68,0.0,0.0,5.5,311.385120469971,2011-03-23,0.0,6.0,64.2
26.1978,91.7665,1,92.0,1.9073468598132373,2544.68,20.4,35.6,5.5,311.5056648732117,2010-04-20,50.4,105.5,182.6
25.19235702,91.76761733,1,57.0,3.2063937883265683,4298.12,23.3,45.5,5.2,352.29011424536,2017-06-17,62.0,153.8,378.9
26.16343122,91.76898556,1,53.0,1.3242051971896929,2544.68,0.0,0.0,5.3,284.5160262779145,2014-06-26,27.8,36.6,216.0
26.1619,91.7697,1,55.0,0.897044809936273,2544.68,0.0,0.0,5.3,308.3455206109524,2014-06-27,7.1,38.6,168.39999999999998
26.1768,91.7702,1,127.0,0.7025737521446517,2544.68,0.0,0.0,5.5,6.330915778410429,2016-07-14,10.0,34.4,134.6
26.181606,91.772042,1,55.0,0.1139021268971394,2544.68,0.0,0.0,5.5,132.96648799921485,2016-12-15,0.0,0.0,0.0
26.19037705,91.77306002,1,131.0,2.114217005638876,2544.68,0.0,0.0,5.5,318.10399147117664,2017-07-10,,,
26.11117064,91.77318437,1,59.0,0.7621409725322698,2406.96,0.0,0.0,5.4,120.49114510478256,2014-09-23,37.9,104.6,207.4
26.19043105,91.77439654,1,93.0,1.8950448687868195,2544.68,0.0,0.0,5.5,310.12265952794814,2016-07-20,19.0,48.3,153.0
26.1097,91.7747,1,60.0,0.7633189824057119,2406.96,0.0,0.0,5.4,120.7771277814607,2014-09-22,37.1,140.79999999999998,171.79999999999998
26.1961,91.7825,1,142.0,1.3079718164945,2544.68,0.0,0.0,5.5,354.5255017554101,2016-06-22,11.7,18.7,127.7
26.19531698,91.7837856,1,110.0,1.375330668808181,2544.68,0.0,0.0,5.4,14.224087595201524,2016-06-22,11.7,18.7,127.7
26.1844,91.7896,1,64.0,2.395752503565647,2544.68,0.0,0.0,5.3,6.983873255856565,2014-06-26,27.8,36.6,216.0
26.19758217,91.79057805,1,121.0,2.2767740642208394,2544.68,0.0,0.0,5.4,349.7113989225884,2007-07-19,12.5,38.7,162.79999999999998
26.18555493,91.79233591,1,72.0,0.7196392228967112,2544.68,0.0,0.0,5.4,110.36845556345776,2004-10-08,86.8,201.4,228.7
26.14547804,91.79364785,1,73.0,0.4099226326059797,2406.96,0.0,0.0,5.3,342.7459740358099,2017-07-10,,,
26.15146273,91.79753177,1,63.0,0.3668524845225906,2544.68,0.0,0.0,5.3,274.227225136853,2014-09-22,55.8,142.1,178.3
26.1699,91.7986,1,151.0,0.4399582863095498,2544.68,21.4,30.8,5.3,62.74824916145178,2007-07-19,12.5,38.7,162.79999999999998
25.43807422,91.79904872,1,1869.0,5.070661971600731,2063.0,24.8,32.4,5.2,335.9504901510336,2017-06-17,41.4,102.1,263.8
26.1985,91.7998,1,92.0,2.986145522702654,2544.68,18.7,36.6,5.4,348.9723988167021,2014-09-22,55.8,142.1,178.3
26.1833,91.8,1,67.0,1.856858344949988,2544.68,0.0,0.0,5.4,261.5987500321136,2007-09-13,6.7,11.9,120.1
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224,2004-10-09,2.3,255.50000000000003,381.4
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224,2004-10-09,2.3,255.50000000000003,381.4
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224,2004-10-09,2.3,255.50000000000003,381.4
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224,2004-10-09,2.3,255.50000000000003,381.4
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224,2004-10-09,2.3,255.50000000000003,381.4
