latitude,longitude,landslide,elevation,slope,annual_rainfall,soil_clay,soil_sand,soil_ph,aspect
27.28709076,88.38035955,1,1392.0,5.422580600051496,3564.26,18.7,31.4,5.2,150.48440410796297
27.4885,88.4451,1,1907.0,6.177165963863215,7012.92,11.2,41.1,5.2,30.729145478364273
27.1344,88.4575,1,627.0,2.648653691120113,3733.16,21.9,38.3,5.1,85.1587762698432
27.1141,88.4658,1,263.0,3.120589362197724,3382.0199999999995,18.8,35.7,5.2,130.7070181022861
27.57153591,88.47287208,1,2222.0,7.879112634827708,4805.8,11.2,46.4,5.3,25.36647811563165
27.201,88.4883,1,379.0,0.9618553628306248,3318.34,19.5,36.3,5.2,104.53079266684404
27.2084,88.4909,1,350.0,0.530890620775913,3318.34,19.0,38.0,5.3,60.909166161341375
27.593,88.492,1,3257.0,4.61479865689701,3236.0,13.0,50.0,5.7,31.462144570609382
27.2319,88.497,1,385.0,1.302381733208645,5379.460000000001,21.2,40.7,5.2,312.4325203748282
27.54043014,88.49888236,1,1235.0,7.718345342900587,7012.92,20.9,33.7,5.4,25.083361671913792
27.45377772,88.52426486,1,1025.0,1.5975126637928303,8229.2,23.6,35.7,5.1,304.4747308675626
27.40133744,88.52441984,1,657.0,5.848476402173255,7589.860000000001,22.3,32.6,5.2,278.11881353985444
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258
27.74367525,88.52635367,1,4071.0,18.870570819532624,2477.66,14.7,51.7,5.9,65.8508475338258
27.478,88.527,1,771.0,2.0682644989902648,8229.2,22.6,33.5,5.1,312.52821512409514
27.1761,88.5287,1,314.0,1.522474580105779,3318.34,21.2,38.2,5.5,177.1889745197475
27.172,88.5292,1,301.0,1.6015167172797575,3318.34,21.2,38.3,5.5,178.4363507637379
27.1758,88.5294,1,306.0,1.53396054243738,3318.34,21.2,38.2,5.5,177.63882818711227
27.49532869,88.5364844,1,1248.0,1.165930811564967,8229.2,20.6,35.3,5.2,257.9202410340692
27.8385,88.556,1,3832.0,4.121487084139968,2366.2,11.9,55.5,6.0,281.3924201945001
27.71646253,88.55668313,1,2702.0,18.870323610105928,2435.4800000000005,11.6,44.2,5.6,65.84857908500595
27.5161,88.5575,1,1325.0,2.0960195438524054,8229.2,20.6,31.2,5.1,269.5941047485847
27.7167,88.5577,1,2674.0,18.8703007879316,2435.4800000000005,12.2,43.6,5.6,65.84852439968688
27.3773,88.559,1,1437.0,7.948014103232262,5098.42,20.2,30.7,5.2,282.8542712896475
27.26265369,88.56249089,1,705.0,4.001081994284641,3887.08,21.9,36.0,5.4,315.126224546689
27.26265369,88.56249089,1,705.0,4.001081994284641,3887.08,21.9,36.0,5.4,315.126224546689
27.23279809,88.59292517,1,1313.0,3.887418584839029,3887.08,20.4,34.9,5.4,310.56753557349293
27.65532317,88.59440471,1,2137.0,9.257006558612389,2675.6800000000003,11.8,46.3,5.3,330.665384542732
27.54295099,88.59676956,1,1712.0,3.545859645035689,4011.08,15.3,40.4,5.2,233.02752218303982
27.6558,88.605,1,1950.0,8.867561974182557,2675.6800000000003,11.6,42.4,5.4,332.2904461587827
27.3121393,88.60539059,1,1525.0,14.13601229116801,4754.3,23.0,34.0,5.2,268.42592190733694
27.339,88.6065,1,1487.0,18.83091348633182,4754.3,15.4,32.5,5.5,282.8564960934642
27.3383,88.6069,1,1517.0,18.989879783660427,4754.3,15.4,32.5,5.5,282.75681896602384
27.3341,88.6083,1,1418.0,18.769867783424075,4754.3,19.6,33.3,5.2,269.3411353819438
27.322,88.6087,1,1477.0,19.841202613103608,4754.3,21.1,31.0,5.4,266.3484351072631
27.337,88.609,1,1535.0,18.75553854550332,5098.42,15.5,32.4,5.6,282.8685129298437
27.1954,88.6115,1,487.0,4.053341790685637,3180.14,23.3,38.5,5.4,293.5033235774208
27.3313961,88.6138098,1,1635.0,20.256075060053632,5098.42,19.5,29.9,5.6,267.5891325545106
27.3392,88.6188,1,1892.0,18.855347079833912,5098.42,13.2,36.9,5.3,282.86282016723544
27.4459,88.6193,1,1984.0,6.457788089185391,4975.52,12.7,45.0,5.3,275.20001296164287
27.3425,88.6236,1,2102.0,9.703420063022984,3298.3,15.4,33.9,5.2,280.5519970969655
27.54255403,88.62957834,1,1290.0,5.00595298554497,4975.52,20.1,35.2,5.3,242.7283963127183
27.7565,88.632,1,3893.0,24.34599448994216,1929.78,12.2,51.4,6.4,0.7497216496901729
27.7344,88.633,1,3541.0,10.36260026289676,1865.76,12.4,52.3,6.0,9.092103173296437
27.3543,88.6428,1,2126.0,10.15198382074736,3298.3,11.5,45.1,5.3,270.42598140666814
27.60500338,88.64494692,1,1639.0,2.7571730603616023,4011.08,13.2,42.6,5.4,16.919017961756026
27.1748,88.6458,1,930.0,4.855834235302117,3180.14,24.2,36.1,5.0,301.16348495442827
27.6047,88.6463,1,1634.0,2.7519187565791494,4011.08,13.2,42.6,5.4,16.66947718813924
27.5509,88.6475,1,1486.0,4.941532077342424,4975.52,16.7,38.1,5.4,246.28724940526618
27.360364,88.651914,1,2284.0,10.555163316122648,3298.3,13.5,46.3,5.2,272.89580546495824
27.6163,88.6586,1,1875.0,4.746606224280437,4011.08,11.8,48.5,5.4,2.082299605845094
27.29288558,88.67133018,1,2008.0,4.256162483652788,3298.3,16.5,38.9,5.2,223.19945202622742
27.29288558,88.67133018,1,2008.0,4.256162483652788,3298.3,16.5,38.9,5.2,223.19945202622742
27.29288574,88.67133148,1,2008.0,4.267821047913784,3298.3,16.5,38.9,5.2,223.19844918927717
27.29288574,88.67133148,1,2008.0,4.267821047913784,3298.3,16.5,38.9,5.2,223.19844918927717
27.29288574,88.67133148,1,2008.0,4.267821047913784,3298.3,16.5,38.9,5.2,223.19844918927717
27.29288574,88.67133148,1,2008.0,4.267821047913784,3298.3,16.5,38.9,5.2,223.19844918927717
27.3721,88.708,1,3172.0,7.797433041013571,2950.38,21.6,35.2,5.3,304.4157493664999
27.3736,88.7323,1,3454.0,7.574348412935294,3189.72,16.0,40.6,6.0,306.27045906323144
27.3702,88.7334,1,3520.0,7.548688978074852,3300.82,16.0,41.1,6.0,306.26907063660656
27.26801207,88.73536786,1,2431.0,19.491875310760296,3514.42,15.8,29.8,5.3,257.96095779985393
27.3765,88.7628,1,3764.0,7.676435061268486,3300.82,14.1,44.0,6.8,307.92750523131207
27.3746,88.7648,1,3751.0,7.696643995125909,3300.82,13.2,43.1,6.8,307.9785296818563
27.38262049,88.82457049,1,4240.0,8.165672028869768,3109.7,14.2,49.1,6.4,306.3612324385389
25.7238,89.9032,1,30.0,0.8593550480249766,2567.74,20.1,39.3,5.4,271.79287666276076
25.58141942,90.02361125,1,76.0,1.735316329302098,2374.02,21.4,34.2,5.3,293.83544880477575
26.10159837,90.02789028,1,29.0,0.025282353291434,3418.0799999999995,21.9,43.1,5.4,22.891316856742378
25.5006,90.0896,1,48.0,2.2081661664917465,2125.0600000000004,19.9,36.8,5.4,316.25203143590534
25.60191043,90.18028324,1,465.0,8.748843295009195,2185.6,23.7,39.2,4.9,296.2178638033717
25.60191043,90.18028324,1,465.0,8.748843295009195,2185.6,23.7,39.2,4.9,296.2178638033717
25.60191043,90.18028324,1,465.0,8.748843295009195,2185.6,23.7,39.2,4.9,296.2178638033717
25.60191043,90.18028324,1,465.0,8.748843295009195,2185.6,23.7,39.2,4.9,296.2178638033717
25.5145,90.2023,1,279.0,3.238245689466201,1999.5,22.7,43.9,5.2,299.8053131336504
25.5114,90.215,1,305.0,3.3288023285448047,1999.5,0.0,0.0,5.0,298.7859715558764
25.5144,90.2167,1,327.0,3.348799441332001,1999.5,0.0,0.0,5.0,298.8234324731572
25.5084,90.2191,1,300.0,3.405801528445456,1999.5,21.6,38.5,5.0,297.9655387763261
25.5212,90.232,1,583.0,2.279321126631057,2202.1400000000003,19.2,41.9,4.9,311.1629577286902
25.7354,90.3852,1,334.0,0.4228511247811331,2277.26,24.9,37.3,4.6,139.24684393444375
25.64396423,90.38957904,1,534.0,0.8571379414706721,1941.04,22.4,38.7,5.1,177.58359722223577
25.64396423,90.38957904,1,534.0,0.8571379414706721,1941.04,22.4,38.7,5.1,177.58359722223577
25.88308605,90.55385859,1,338.0,0.5632326573069178,2640.1,23.0,39.4,4.7,183.06420885908406
25.2193,90.5549,1,249.0,0.2783965468179841,2882.5800000000004,28.8,38.2,5.1,41.676790924177
25.203,90.5573,1,128.0,0.275549559079064,2882.5800000000004,25.6,40.1,5.3,69.65409343191749
25.8143,90.5763,1,63.0,0.4455134694574961,2342.6,25.4,43.9,5.2,165.12631282175005
25.68028352,90.67465464,1,325.0,0.4591487183131506,1908.32,26.4,40.5,5.1,251.67413178300046
25.68028352,90.67465464,1,325.0,0.4591487183131506,1908.32,26.4,40.5,5.1,251.67413178300046
26.35882707,90.8697066,1,43.0,0.0173422485137255,3705.66,20.4,40.8,5.4,350.4652828337639
25.8833,91.2,1,247.0,1.496972601380809,2406.0,20.8,39.0,5.2,196.64841040692735
26.3333,91.25,1,42.0,0.0088899646319834,3349.3600000000006,18.3,35.8,5.2,329.15010514572225
25.4916,91.2698,1,1490.0,1.5016924865090888,2326.06,27.9,32.3,5.3,332.24146959593315
25.52,91.27,1,1340.0,1.4465724197148102,2326.06,28.7,36.2,5.4,333.2223603780207
25.53572746,91.2783037,1,1417.0,1.0898435741419912,1880.38,30.5,34.1,5.0,195.1230698828082
25.53572746,91.2783037,1,1417.0,1.0898435741419912,1880.38,30.5,34.1,5.0,195.1230698828082
25.53693417,91.27888218,1,1423.0,1.088972060946994,1880.38,30.5,34.1,5.0,195.29073235651362
25.9611,91.3681,1,187.0,1.184255017220906,2382.62,21.2,40.9,5.2,198.23369958991134
23.87643891,91.39718144,1,41.0,0.0283502468805152,1766.2400000000002,26.8,29.1,5.4,315.64081965067146
24.0896,91.4663,1,107.0,0.2210873401164965,1862.1,21.7,38.5,5.2,246.17685676157078
24.02515388,91.49747518,1,130.0,0.1977078969173772,1792.7800000000002,19.9,37.8,5.2,255.05733784494015
23.79260297,91.53090192,1,131.0,0.1055955678326123,1652.9,21.3,36.3,5.3,280.90423305127183
26.24920274,91.55004989,1,49.0,0.4374904073454883,2782.9,17.8,35.9,5.4,281.01172716627684
23.19818874,91.58174838,1,46.0,0.0917512607023185,1839.0,19.6,35.4,5.2,305.25665152328577
23.71701896,91.61577214,1,79.0,0.1445685978651398,1719.5,20.3,32.6,5.4,304.7047541206671
26.1468,91.6469,1,52.0,2.371835227355522,2380.12,0.0,0.0,5.4,281.1162820274468
26.18654344,91.67187135,1,55.0,0.4464984480720591,2481.92,19.5,35.2,5.4,253.49605274455806
26.1868,91.6739,1,50.0,0.4122209510564752,2481.92,19.3,35.2,5.5,265.8611282685274
26.1001,91.6849,1,84.0,2.048371512216116,2380.12,18.9,37.0,5.4,40.77399267608399
26.1016,91.6906,1,109.0,1.7901128461045557,2380.12,19.2,36.9,5.2,25.476855758747774
26.1666,91.7042,1,231.0,4.147765958816466,2481.92,0.0,0.0,5.2,107.25231432775809
26.1665,91.7049,1,231.0,4.073387261312124,2481.92,0.0,0.0,5.2,107.19064054266858
26.1295,91.7056,1,130.0,2.964230976464844,2380.12,19.6,36.9,5.3,57.131230900377034
26.1044,91.7082,1,55.0,0.7754193753834615,2380.12,20.0,35.9,5.4,314.5886838910336
26.13088435,91.71073619,1,141.0,2.611725790311737,2380.12,18.5,37.1,5.4,63.568861241137824
26.13088435,91.71073619,1,141.0,2.611725790311737,2380.12,18.5,37.1,5.4,63.568861241137824
26.13088435,91.71073619,1,141.0,2.611725790311737,2380.12,18.5,37.1,5.4,63.568861241137824
26.10481582,91.7127005,1,50.0,0.8163612800784421,2380.12,19.6,35.9,5.4,306.5583954936642
26.1662,91.7138,1,165.0,4.217862271415607,2380.12,24.1,32.4,5.2,107.60859673802997
26.1226,91.7162,1,122.0,1.0876525266414294,2380.12,0.0,0.0,5.4,330.7974057080385
25.48467876,91.71704473,1,1843.0,3.5503796207549034,2063.0,30.4,31.0,5.2,40.538862517743325
23.0137,91.7174,1,21.0,0.1616198782214142,1972.12,18.9,30.1,5.1,279.1681554788458
26.49349035,91.72137514,1,62.0,0.0311789060997757,3162.4800000000005,17.6,33.4,5.3,319.8557352359028
26.16175948,91.72188533,1,92.0,4.280335899321184,2481.92,21.3,34.4,5.4,107.79514185165431
26.16175948,91.72188533,1,92.0,4.280335899321184,2481.92,21.3,34.4,5.4,107.79514185165431
26.16833375,91.72831667,1,55.0,5.0330925454483255,2544.68,0.0,0.0,5.4,108.3581504405762
26.16833375,91.72831667,1,55.0,5.0330925454483255,2544.68,0.0,0.0,5.4,108.3581504405762
26.149,91.7351,1,52.0,2.1622869289911164,2406.96,0.0,0.0,5.4,130.9282693336953
26.1548,91.7351,1,55.0,4.0381947016006,2544.68,0.0,0.0,5.4,120.25475425402374
26.1475,91.7356,1,52.0,2.255647590259574,2406.96,0.0,0.0,5.4,130.96175066719724
26.1049,91.7369,1,164.0,1.1213167255155467,2406.96,20.6,36.4,5.4,14.371936503343136
23.74450253,91.74176515,1,206.0,0.3373848238505186,1686.4599999999998,24.5,37.0,5.3,6.505055805098664
26.13041734,91.74561624,1,119.0,0.8501011901880032,2406.96,0.0,0.0,5.4,154.14640618345277
27.53354595,91.74722733,1,1653.0,5.009352311303125,1569.94,23.1,34.1,5.8,350.88553435796183
26.10899001,91.74722978,1,59.0,0.4037566012557029,2406.96,0.0,0.0,5.4,60.03407956020459
27.5523,91.752,1,2428.0,6.50613818723656,1775.2,28.6,20.7,5.3,350.04772513594435
26.1314,91.7548,1,81.0,0.1551688300288449,2406.96,21.3,32.6,5.4,128.01323360494376
26.13146397,91.75782228,1,77.0,0.1700694925710635,2406.96,0.0,0.0,5.4,126.5332514506348
23.8986,91.7599,1,212.0,0.2708634240432298,1699.9599999999998,19.7,38.5,5.3,200.28909909746812
26.1771,91.7599,1,66.0,1.8549461862744192,2544.68,0.0,0.0,5.5,288.719850500192
26.1965,91.763,1,81.0,1.89788575457552,2544.68,0.0,0.0,5.5,311.15429257496794
26.1407,91.7645,1,61.0,0.7473864228461086,2406.96,0.0,0.0,5.4,190.19376995759276
26.1964,91.7652,1,78.0,1.8775772867176983,2544.68,0.0,0.0,5.5,314.01057250377727
26.19685781,91.7657731,1,88.0,1.9015506238865207,2544.68,0.0,0.0,5.5,311.385120469971
26.1978,91.7665,1,92.0,1.9073468598132373,2544.68,20.4,35.6,5.5,311.5056648732117
25.19235702,91.76761733,1,57.0,3.2063937883265683,4298.12,23.3,45.5,5.2,352.29011424536
26.16343122,91.76898556,1,53.0,1.3242051971896929,2544.68,0.0,0.0,5.3,284.5160262779145
26.1619,91.7697,1,55.0,0.897044809936273,2544.68,0.0,0.0,5.3,308.3455206109524
26.1768,91.7702,1,127.0,0.7025737521446517,2544.68,0.0,0.0,5.5,6.330915778410429
26.181606,91.772042,1,55.0,0.1139021268971394,2544.68,0.0,0.0,5.5,132.96648799921485
26.19037705,91.77306002,1,131.0,2.114217005638876,2544.68,0.0,0.0,5.5,318.10399147117664
26.11117064,91.77318437,1,59.0,0.7621409725322698,2406.96,0.0,0.0,5.4,120.49114510478256
26.19043105,91.77439654,1,93.0,1.8950448687868195,2544.68,0.0,0.0,5.5,310.12265952794814
26.1097,91.7747,1,60.0,0.7633189824057119,2406.96,0.0,0.0,5.4,120.7771277814607
26.1961,91.7825,1,142.0,1.3079718164945,2544.68,0.0,0.0,5.5,354.5255017554101
26.19531698,91.7837856,1,110.0,1.375330668808181,2544.68,0.0,0.0,5.4,14.224087595201524
26.1844,91.7896,1,64.0,2.395752503565647,2544.68,0.0,0.0,5.3,6.983873255856565
26.19758217,91.79057805,1,121.0,2.2767740642208394,2544.68,0.0,0.0,5.4,349.7113989225884
26.18555493,91.79233591,1,72.0,0.7196392228967112,2544.68,0.0,0.0,5.4,110.36845556345776
26.14547804,91.79364785,1,73.0,0.4099226326059797,2406.96,0.0,0.0,5.3,342.7459740358099
26.15146273,91.79753177,1,63.0,0.3668524845225906,2544.68,0.0,0.0,5.3,274.227225136853
26.1699,91.7986,1,151.0,0.4399582863095498,2544.68,21.4,30.8,5.3,62.74824916145178
25.43807422,91.79904872,1,1869.0,5.070661971600731,2063.0,24.8,32.4,5.2,335.9504901510336
26.1985,91.7998,1,92.0,2.986145522702654,2544.68,18.7,36.6,5.4,348.9723988167021
26.1833,91.8,1,67.0,1.856858344949988,2544.68,0.0,0.0,5.4,261.5987500321136
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224
25.38408191,91.80099094,1,1389.0,5.070662281592043,3209.24,27.3,27.6,5.0,335.95048666269224
26.1966,91.802,1,107.0,2.4109455152061976,2544.68,18.6,36.4,5.4,337.9766721022055
26.10973183,91.80317334,1,65.0,0.1684603124582973,2406.96,0.0,0.0,5.4,276.6883965522819
26.1963,91.8074,1,196.0,1.5577702495728476,2544.68,19.5,35.3,5.3,359.234091353803
26.191688,91.810079,1,106.0,2.2589771098269984,2544.68,0.0,0.0,5.3,331.0915945477668
26.10993404,91.81498746,1,69.0,0.996440640261162,2406.96,24.2,34.2,5.4,221.07243427154972
26.159,91.8178,1,68.0,0.3799694134788695,2544.68,22.0,33.2,5.5,344.15473448039194
24.19467451,91.82931979,1,32.0,0.2161303562113946,1878.84,20.7,34.5,5.4,211.28206071617305
26.1324,91.8342,1,71.0,0.9916633999301084,2215.66,0.0,0.0,5.4,247.24652444541437
26.1309,91.8383,1,96.0,1.2501578234365909,2215.66,0.0,0.0,5.3,245.85770959951844
25.5576,91.8506,1,1669.0,2.001112774913888,1638.8399999999997,27.7,33.4,5.1,167.02623503215068
26.1061808,91.85158907,1,200.0,0.8563420762431189,2215.66,19.9,36.6,5.3,189.92991544372842
26.16066111,91.85294885,1,102.0,0.6739803131429226,2374.8,21.0,32.7,5.3,325.96109276021457
27.56050601,91.85453807,1,2368.0,7.5816001499899155,1775.2,34.2,29.4,5.6,2.1947338046256277
27.5798729,91.85672387,1,2758.0,6.827146143130283,1874.1,22.5,28.1,5.6,7.8698295302841075
27.5799,91.8569,1,2758.0,6.827306576394733,1874.1,26.1,28.2,5.7,7.872394449357387
25.9703,91.8584,1,299.0,1.1766321517959764,2524.94,22.7,38.7,5.2,188.31504849884539
25.9702,91.8587,1,299.0,1.1769130941160697,2524.94,22.7,38.7,5.2,188.35511168588576
26.10012913,91.85891832,1,214.0,0.6747281404409269,2215.66,21.0,35.0,5.3,190.81683766385729
23.82994813,91.85896802,1,137.0,0.1863049346456365,1681.72,17.8,34.2,5.3,143.12963193822452
26.10430759,91.86227824,1,131.0,1.497400209971902,2215.66,18.4,35.7,5.4,160.64920615524693
26.09935502,91.86381555,1,138.0,1.8723120541720435,2215.66,19.6,35.6,5.4,158.52345902909303
27.5748,91.8644,1,2695.0,6.880738063642505,1775.2,28.2,24.0,5.8,8.024999285971035
25.5772,91.8666,1,1469.0,2.4297854835464885,1638.8399999999997,27.7,32.5,5.2,164.0247236800667
26.05016048,91.86908128,1,66.0,0.9299831728206694,2239.94,0.0,0.0,5.4,29.53615062383051
26.048,91.8695,1,85.0,1.1329540126680275,2239.94,0.0,0.0,5.4,24.237466377386852
25.82601444,91.87113067,1,633.0,1.205966186249892,1743.08,22.3,42.6,5.0,206.42265939918477
26.1062,91.8717,1,247.0,2.710630522757401,2215.66,20.2,36.1,5.2,147.8949968159274
26.20450454,91.87202793,1,118.0,0.3318309837711811,2374.8,19.9,35.1,5.2,165.70345300180816
26.10035658,91.87351723,1,90.0,1.2068310713212984,2215.66,20.3,35.5,5.5,182.01276225149604
26.09748244,91.8744337,1,188.0,1.3313851042128593,2215.66,19.7,33.5,5.4,160.54969369025673
25.82860033,91.876717,1,592.0,1.2049539710563688,1743.08,22.5,43.6,5.0,205.20117914667716
27.583849,91.876945,1,2746.0,6.826635317895817,1874.1,24.3,25.9,5.8,8.09054414698096
26.20023757,91.87974492,1,255.0,0.5472170357256005,2374.8,25.7,34.9,5.3,50.2038978065392
25.38,91.88,1,1283.0,4.57765861357999,3188.7,20.0,35.8,5.0,6.342357249837676
26.1028,91.8806,1,151.0,1.215326107049222,2215.66,19.3,34.1,5.5,167.9745528699051
25.907233,91.881892,1,577.0,1.3264738523067932,2158.94,22.6,42.6,5.1,168.0589567292884
25.5728,91.885,1,1496.0,2.4522240420806063,1638.8399999999997,0.0,0.0,5.2,165.14981046162075
25.87518013,91.88741291,1,601.0,1.108458698649489,2158.94,22.9,40.9,5.1,201.3933394858555
25.583,91.893,1,1451.0,2.463277664056858,1687.62,0.0,0.0,5.2,165.3768900607903
23.86469956,91.8949662,1,121.0,0.1842096996380605,1682.5400000000002,19.2,32.3,5.3,143.04084639455817
25.56728469,91.90642696,1,1530.0,2.5738469362443945,1687.62,0.0,0.0,5.2,161.41956959737638
23.82103403,91.91028235,1,161.0,0.1923101259496956,1681.72,19.3,32.3,5.3,128.5720638552283
27.65571323,91.9183042,1,3564.0,10.338845427452927,1551.88,16.1,49.4,5.6,7.999509707307254
27.65571323,91.9183042,1,3564.0,10.338845427452927,1551.88,16.1,49.4,5.6,7.999509707307254
26.22247247,91.92053028,1,70.0,0.3664093759791199,2670.5,18.9,29.7,5.2,111.11793429856846
25.67836832,91.9234343,1,992.0,2.148450435505993,2832.62,22.4,42.6,5.3,152.79940901698603
26.22817592,91.92448438,1,49.0,0.23640693519567,2670.5,0.0,0.0,5.2,96.8251191527487
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
26.13140438,91.93086808,1,125.0,0.0,2126.84,20.1,34.6,5.3,0.0
25.51826286,91.9630294,1,1611.0,2.602412257751217,2279.96,24.7,30.5,5.3,159.2038765649154
25.51301397,91.97074884,1,1622.0,2.627917503392232,2279.96,24.6,35.3,5.4,159.4268619047192
27.5754,91.9754,1,2379.0,6.12125040079697,2139.4,20.6,32.0,5.4,2.99329033039902
25.53663703,91.98082795,1,1625.0,2.459287368457926,1687.62,29.1,29.7,5.4,155.1335392130685
25.58822736,92.02269564,1,1246.0,2.506351779186643,1627.9999999999998,25.2,36.7,5.3,160.2308416070956
25.5498,92.0757,1,1245.0,2.2873426684368234,1627.9999999999998,22.7,36.9,5.2,155.21793350723703
25.26040781,92.20130562,1,629.0,1.9409239845592376,4290.320000000001,21.9,45.0,5.5,353.8546631407804
25.463,92.2121,1,1372.0,0.9511173771896227,1657.94,25.5,37.1,5.4,346.45719302713485
24.42795641,92.23424031,1,33.0,0.0223105446790534,2164.9,22.9,40.6,5.2,164.93893149770622
23.64717494,92.27524919,1,92.0,0.2920869368331583,1713.28,22.0,32.2,5.2,71.37859339056274
27.44,92.2833,1,2580.0,3.16327363587128,7059.18,23.2,25.4,5.2,35.759399521255716
25.3612,92.2845,1,1227.0,1.925623560109257,3473.0800000000004,23.1,36.5,5.5,333.0581904542086
25.3433,92.2897,1,1204.0,1.850192933005473,3241.0999999999995,21.0,34.9,5.5,336.72270926982264
24.59448017,92.29672017,1,20.0,0.0714588930351564,2517.92,22.2,45.7,5.2,152.54655873145975
24.74751503,92.34889194,1,14.0,0.0651892973960883,2887.46,21.9,46.3,5.3,172.5172692148294
27.4,92.35,1,2628.0,3.5111337303291066,7059.18,28.6,22.9,5.1,48.64212645186251
25.0951,92.3567,1,246.0,0.9358793018736826,3833.52,25.1,45.5,4.9,11.710221832490731
24.8669,92.3576,1,18.0,0.2817060199223997,3266.76,0.0,0.0,5.3,14.112844039207175
25.0728,92.3636,1,120.0,0.9225706250012632,3694.06,23.5,46.5,5.2,13.030351629513348
